time,gFx,gFy,gFz,TgF
35.945022227,0.2592,0.1806,-0.2301,0.391
35.945868581,0.2660,0.1865,-0.2408,0.404
35.949002956,0.2797,0.1904,-0.2487,0.420
35.950830873,0.2904,0.1953,-0.2545,0.433
35.953927853,0.3012,0.2011,-0.2643,0.448
35.955494832,0.3100,0.2050,-0.2770,0.464
35.958876759,0.3227,0.2138,-0.2926,0.485
35.961205874,0.3403,0.2207,-0.3083,0.509
35.962993843,0.3530,0.2265,-0.3180,0.526
35.965463427,0.3637,0.2383,-0.3347,0.549
35.969169521,0.3794,0.2431,-0.3483,0.570
35.970458063,0.3970,0.2490,-0.3679,0.596
35.97429525,0.4185,0.2578,-0.3825,0.623
35.976174469,0.4360,0.2666,-0.4040,0.652
35.978461657,0.4585,0.2764,-0.4236,0.683
35.981135407,0.4820,0.2861,-0.4421,0.714
35.983841762,0.5064,0.2959,-0.4676,0.750
35.985891241,0.5347,0.3086,-0.4891,0.788
35.989182908,0.5621,0.3155,-0.5105,0.822
35.99086119,0.5904,0.3291,-0.5360,0.863
35.993215617,0.6168,0.3330,-0.5594,0.897
36.001635149,0.6452,0.3467,-0.5799,0.934
36.003159732,0.6745,0.3487,-0.5995,0.967
36.004112128,0.7018,0.3555,-0.6259,1.005
36.004780514,0.7272,0.3594,-0.6444,1.036
36.007070254,0.7517,0.3604,-0.6698,1.069
36.008923014,0.7751,0.3575,-0.6933,1.100
36.02440161,0.8035,0.3585,-0.7060,1.128
36.025622078,0.8289,0.3497,-0.7255,1.156
36.026125412,0.8484,0.3448,-0.7412,1.178
36.027496245,0.8709,0.3389,-0.7500,1.198
36.027960204,0.8963,0.3282,-0.7578,1.219
36.028276714,0.9149,0.3174,-0.7675,1.236
36.028686193,0.9344,0.3028,-0.7744,1.251
36.028911923,0.9539,0.2881,-0.7803,1.266
36.030777027,0.9725,0.2725,-0.7871,1.280
36.033086767,0.9979,0.2568,-0.7881,1.297
36.035624788,1.0194,0.2422,-0.7881,1.311
36.038165934,1.0448,0.2304,-0.7920,1.331
36.041181768,1.0751,0.2187,-0.8008,1.358
36.043767393,1.1044,0.2050,-0.8027,1.381
36.04788682,1.1455,0.1962,-0.8076,1.415
36.048924945,1.1865,0.1904,-0.8193,1.454
36.050726039,1.2305,0.1845,-0.8281,1.495
36.053197133,1.2784,0.1806,-0.8360,1.538
36.054972446,1.3331,0.1806,-0.8457,1.589
36.05853729,1.3917,0.1845,-0.8526,1.643
36.061462134,1.4601,0.1845,-0.8535,1.701
36.064683905,1.5256,0.1933,-0.8555,1.760
36.065564687,1.5979,0.2070,-0.8526,1.823
36.068167239,1.6790,0.2216,-0.8447,1.893
36.070109114,1.7640,0.2422,-0.8281,1.964
36.073263177,1.8481,0.2666,-0.7920,2.028
36.076045365,1.9311,0.2998,-0.7519,2.094
36.080442501,2.0220,0.3350,-0.6943,2.164
36.081219584,2.1041,0.3721,-0.6171,2.224
36.083098438,2.1832,0.4200,-0.5223,2.284
36.085898282,2.2575,0.4757,-0.4050,2.342
36.08757547,2.3298,0.5392,-0.2702,2.407
36.090518647,2.3943,0.6184,-0.1099,2.475
36.094010262,2.4295,0.7063,0.0758,2.531
36.096718752,2.4549,0.8080,0.3171,2.604
36.098279221,2.4363,0.9184,0.5888,2.669
36.10049568,2.3718,1.0278,0.9025,2.738
36.103542347,2.2341,1.1314,1.2406,2.795
36.106132868,2.0337,1.2115,1.5884,2.851
36.108518597,1.7425,1.2584,1.9285,2.888
36.1146549,1.3868,1.2565,2.2099,2.896
36.115780577,0.9637,1.2057,2.4171,2.868
36.117888181,0.5025,1.0962,2.5431,2.815
36.120037869,0.0188,0.9389,2.5588,2.726
36.120954015,-0.4473,0.7493,2.4845,2.633
36.124119692,-0.8714,0.5490,2.3125,2.532
36.126252453,-1.2359,0.3516,2.0546,2.423
36.138755527,-1.5379,0.1806,1.7497,2.336
36.139887871,-1.7880,0.0389,1.4301,2.290
36.140238236,-2.0030,-0.0617,1.1086,2.290
36.140552923,-2.2043,-0.1380,0.8047,2.351
36.140845111,-2.3655,-0.1790,0.5106,2.427
36.141144173,-2.5023,-0.1946,0.2380,2.521
36.143924694,-2.6030,-0.1907,-0.0249,2.610
36.146261934,-2.6636,-0.1702,-0.2780,2.683
36.152960685,-2.6909,-0.1350,-0.5057,2.741
36.153557404,-2.6880,-0.0823,-0.7118,2.782
36.153821727,-2.6675,-0.0256,-0.8975,2.815
36.156698029,-2.6401,0.0379,-1.0548,2.843
36.15799631,-2.6177,0.1102,-1.1975,2.881
36.160781467,-2.6030,0.1933,-1.3245,2.927
36.167900113,-2.5913,0.2744,-1.4438,2.979
36.169078812,-2.5903,0.3712,-1.5640,3.048
36.169630843,-2.5903,0.4699,-1.6832,3.125
36.170222249,-2.5913,0.5764,-1.8034,3.209
36.176511625,-2.5981,0.6936,-1.9255,3.307
36.176953916,-2.5962,0.8187,-2.0467,3.406
36.180483552,-2.5913,0.9516,-2.1610,3.506
36.182397198,-2.5913,1.0923,-2.2812,3.621
36.185273761,-2.5942,1.2526,-2.3936,3.745
36.186283813,-2.5747,1.4236,-2.5001,3.861
36.192106522,-2.5444,1.6190,-2.5929,3.977
36.192570533,-2.4750,1.8174,-2.6604,4.063
36.193053762,-2.3743,2.0685,-2.7200,4.161
36.197293502,-2.2219,2.3548,-2.7923,4.275
36.200774648,-2.0313,2.6939,-2.7893,4.378
36.201564961,-1.7822,3.0897,-2.7375,4.496
36.203486367,-1.4480,3.5470,-2.6047,4.633
36.20639293,-1.0229,4.0522,-2.4043,4.822
36.20804517,-0.4952,4.5936,-2.0819,5.068
36.211405066,0.1233,5.1457,-1.6636,5.409
36.218973452,0.8142,5.6362,-1.1457,5.809
36.220176265,1.5158,6.0261,-0.5633,6.239
36.220616421,2.1490,6.2352,0.0494,6.595
36.220992254,2.6425,6.2157,0.6073,6.781
36.228890484,2.9669,5.9851,1.0627,6.764
36.229651213,3.1272,5.5864,1.3823,6.550
36.230224963,3.1438,5.0861,1.5679,6.181
36.241656892,3.0608,4.5682,1.6588,5.744
36.242737517,2.9415,4.0835,1.6901,5.309
36.243109808,2.8038,3.6652,1.6891,4.914
36.243420798,2.6855,3.3330,1.6959,4.604
36.243674756,2.6064,3.0809,1.7018,4.380
36.244183402,2.5468,2.8962,1.7165,4.221
36.247922101,2.5262,2.7584,1.7526,4.131
36.251061893,2.5243,2.6597,1.7976,4.084
36.251616111,2.5448,2.5894,1.8621,4.080
36.253037778,2.5780,2.5278,1.9236,4.091
36.256185904,2.6034,2.4711,1.9891,4.104
36.258857258,2.6259,2.4105,2.0497,4.112
36.261084862,2.6367,2.3382,2.1063,4.106
36.263314706,2.6347,2.2610,2.1572,4.087
36.267954551,2.6288,2.1799,2.2041,4.065
36.270441738,2.6142,2.0959,2.2412,4.031
36.271161426,2.5917,2.0167,2.2695,3.992
36.273098614,2.5556,1.9415,2.2891,3.942
36.276621478,2.5018,1.8682,2.2940,3.874
36.280687677,2.4334,1.7988,2.2891,3.794
36.281526271,2.3347,1.7392,2.2647,3.688
36.284460281,2.2126,1.6972,2.2256,3.568
36.286273563,2.0435,1.6601,2.1611,3.406
36.288491636,1.8422,1.6444,2.0536,3.212
36.290640959,1.5999,1.6386,1.8923,2.971
36.292881584,1.2979,1.6337,1.6862,2.683
36.296734605,0.9285,1.6356,1.3989,2.344
36.298114658,0.5113,1.6386,1.0461,2.010
36.300858773,0.0422,1.6268,0.6386,1.748
36.30387945,-0.4493,1.6171,0.1764,1.688
36.306136221,-0.9437,1.5975,-0.3259,1.884
36.308135284,-1.3923,1.5682,-0.8125,2.249
36.31213044,-1.7822,1.5096,-1.2923,2.669
36.314772784,-2.0949,1.4236,-1.7164,3.060
36.315880076,-2.2962,1.3151,-2.0467,3.345
36.317260962,-2.4007,1.1871,-2.2607,3.505
36.320809035,-2.4105,1.0483,-2.3731,3.541
36.322482212,-2.3480,0.9194,-2.3965,3.479
36.3250969,-2.2278,0.8021,-2.3545,3.339
36.327543619,-2.0841,0.7044,-2.2656,3.158
36.330922734,-1.9414,0.6164,-2.1620,2.970
36.332968255,-1.8066,0.5519,-2.0447,2.784
36.336409766,-1.6815,0.5021,-1.9382,2.615
36.337671641,-1.5799,0.4708,-1.8327,2.465
36.340838464,-1.5007,0.4523,-1.7447,2.345
36.343282996,-1.4411,0.4425,-1.6763,2.254
36.345439037,-1.4030,0.4444,-1.6236,2.191
36.354607788,-1.3766,0.4562,-1.5786,2.144
36.356076851,-1.3757,0.4738,-1.5376,2.117
36.356690028,-1.3864,0.4972,-1.5200,2.117
36.357328049,-1.4059,0.5265,-1.5004,2.123
36.384327479,-1.4362,0.5558,-1.4799,2.136
36.385424302,-1.4695,0.5900,-1.4574,2.152
36.385861229,-1.5046,0.6233,-1.4301,2.167
36.386221802,-1.5428,0.6614,-1.3920,2.181
36.38651076,-1.5740,0.7005,-1.3392,2.182
36.38706076,-1.6004,0.7415,-1.2776,2.178
36.387447531,-1.6112,0.7806,-1.2004,2.156
36.387809198,-1.6151,0.8226,-1.1057,2.123
36.388179146,-1.5965,0.8705,-0.9923,2.072
36.389391333,-1.5574,0.9164,-0.8643,2.003
36.38995524,-1.5056,0.9663,-0.7333,1.933
36.390230656,-1.4431,1.0200,-0.5907,1.863
36.390629094,-1.3639,1.0777,-0.4402,1.793
36.390974979,-1.2711,1.1363,-0.2790,1.728
36.392059094,-1.1626,1.1988,-0.1138,1.674
36.394450657,-1.0346,1.2623,0.0504,1.633
36.397201595,-0.8890,1.3366,0.2175,1.620
36.401511699,-0.7307,1.4060,0.3689,1.627
36.402277741,-0.5665,1.4793,0.5126,1.665
36.405603991,-0.3858,1.5360,0.6337,1.706
36.406760762,-0.2128,1.5985,0.7354,1.772
36.411478679,-0.0379,1.6542,0.8155,1.845
36.414029357,0.1273,1.7070,0.8927,1.930
36.415847222,0.2904,1.7431,0.9386,2.001
36.42000592,0.4360,1.7656,0.9660,2.059
36.420610764,0.5719,1.7773,0.9718,2.105
36.423622014,0.6930,1.7871,0.9621,2.145
36.424682587,0.8035,1.7803,0.9259,2.162
36.4275879,0.9022,1.7754,0.8810,2.178
36.432108369,0.9862,1.7627,0.8292,2.183
36.434774359,1.0487,1.7461,0.7725,2.178
36.435473786,1.1005,1.7236,0.7158,2.167
36.439655974,1.1474,1.7050,0.6543,2.157
36.441388943,1.1855,1.6845,0.5956,2.144
36.443475662,1.2100,1.6552,0.5204,2.115
36.445714568,1.2227,1.6200,0.4569,2.080
36.450514256,1.2266,1.5790,0.3875,2.037
36.451691913,1.2227,1.5262,0.3210,1.982
36.452972954,1.2149,1.4705,0.2546,1.924
36.454394777,1.1982,1.4060,0.1950,1.858
36.458421653,1.1719,1.3425,0.1285,1.787
36.460960143,1.1396,1.2702,0.0709,1.708
36.461578476,1.1015,1.1959,0.0210,1.626
36.479998426,1.0556,1.1187,-0.0259,1.538
36.480908634,1.0077,1.0405,-0.0650,1.450
36.481176916,0.9598,0.9614,-0.1021,1.362
36.481377645,0.9070,0.8861,-0.1343,1.275
36.481585613,0.8582,0.8040,-0.1617,1.187
36.481781707,0.8093,0.7317,-0.1783,1.106
36.482068739,0.7585,0.6624,-0.1969,1.026
36.482289155,0.7175,0.5940,-0.2066,0.954
36.485780718,0.6774,0.5314,-0.2135,0.887
36.487916604,0.6383,0.4767,-0.2252,0.828
36.490599,0.6070,0.4249,-0.2242,0.774
36.492415406,0.5758,0.3712,-0.2291,0.722
36.493790094,0.5435,0.3213,-0.2272,0.671
36.497404261,0.5162,0.2764,-0.2223,0.626
36.499380199,0.4898,0.2392,-0.2272,0.591
36.50232822,0.4683,0.2041,-0.2213,0.557
36.505713428,0.4507,0.1659,-0.2213,0.529
36.507248533,0.4292,0.1405,-0.2184,0.502
36.51066145,0.4165,0.1093,-0.2135,0.481
36.512062231,0.4009,0.0829,-0.2086,0.459
36.517190721,0.3852,0.0614,-0.2008,0.439
36.517844784,0.3667,0.0389,-0.2047,0.422
36.520161815,0.3569,0.0233,-0.2096,0.415
36.522629263,0.3442,0.0067,-0.1998,0.398
36.525610201,0.3315,-0.0060,-0.1949,0.385
36.527109056,0.3227,-0.0158,-0.1881,0.374
36.530799733,0.3119,-0.0285,-0.1881,0.365
36.533231348,0.3022,-0.0354,-0.1842,0.356
36.536474525,0.2963,-0.0393,-0.1822,0.350
36.538414682,0.2875,-0.0441,-0.1705,0.337
36.540843901,0.2758,-0.0422,-0.1685,0.326
36.542457807,0.2699,-0.0402,-0.1656,0.319
36.547563797,0.2572,-0.0314,-0.1558,0.302
36.548296193,0.2504,-0.0246,-0.1500,0.293
36.55066062,0.2377,-0.0168,-0.1412,0.277
36.552182496,0.2289,-0.0060,-0.1255,0.261
36.555479371,0.2162,0.0116,-0.1138,0.245
36.558158382,0.2054,0.0213,-0.0972,0.228
36.560577705,0.1927,0.0301,-0.0737,0.209
36.562475674,0.1732,0.0418,-0.0435,0.183
36.567448226,0.1585,0.0526,-0.0180,0.168
36.56857156,0.1351,0.0673,0.0132,0.151
36.570595154,0.1136,0.0800,0.0455,0.146
36.572351716,0.0862,0.0927,0.0914,0.156
36.575070362,0.0647,0.1054,0.1315,0.180
36.579474113,0.0452,0.1151,0.1705,0.211
36.579983644,0.0217,0.1259,0.2223,0.256
36.597480521,-0.0056,0.1347,0.2634,0.296
36.598402604,-0.0320,0.1405,0.3152,0.347
36.598747083,-0.0555,0.1484,0.3679,0.401
36.598978281,-0.0770,0.1532,0.4129,0.447
36.599187865,-0.0868,0.1542,0.4559,0.489
36.599396667,-0.0985,0.1591,0.4979,0.532
36.599594948,-0.1092,0.1611,0.5282,0.563
36.60078323,-0.1170,0.1611,0.5614,0.596
36.602756719,-0.1161,0.1562,0.5751,0.607
36.60448823,-0.1170,0.1493,0.6015,0.631
36.607303959,-0.1141,0.1386,0.6064,0.632
36.608940782,-0.1122,0.1269,0.6103,0.633
36.612233751,-0.1131,0.1151,0.6093,0.630
36.614193543,-0.1043,0.1063,0.5976,0.616
36.618044481,-0.0975,0.0936,0.5898,0.605
36.620900107,-0.0936,0.0848,0.5741,0.588
36.625184586,-0.0887,0.0790,0.5663,0.579
36.625855211,-0.0770,0.0663,0.5536,0.563
36.627994951,-0.0731,0.0614,0.5350,0.543
36.628622034,-0.0623,0.0497,0.5204,0.526
36.633877399,-0.0584,0.0467,0.5028,0.508
36.634744952,-0.0584,0.0418,0.4911,0.496
36.638568025,-0.0486,0.0370,0.4842,0.488
36.640830786,-0.0477,0.0311,0.4696,0.473
36.643143911,-0.0447,0.0321,0.4617,0.465
36.644592661,-0.0340,0.0282,0.4510,0.453
36.649227661,-0.0311,0.0272,0.4451,0.447
36.650076359,-0.0320,0.0291,0.4403,0.442
36.652464328,-0.0262,0.0301,0.4363,0.438
36.655796933,-0.0262,0.0311,0.4295,0.431
36.658280735,-0.0164,0.0331,0.4315,0.433
36.65934886,-0.0115,0.0350,0.4285,0.430
36.667866934,-0.0154,0.0379,0.4295,0.431
36.668900632,-0.0086,0.0428,0.4275,0.430
36.676270841,-0.0096,0.0448,0.4324,0.435
36.676739852,-0.0105,0.0506,0.4373,0.440
36.677022873,-0.0105,0.0536,0.4490,0.452
36.677308862,-0.0086,0.0614,0.4578,0.462
36.677566362,-0.0096,0.0633,0.4549,0.459
36.67960105,-0.0066,0.0673,0.4715,0.476
36.695155895,-0.0096,0.0760,0.4784,0.484
36.695969645,-0.0056,0.0800,0.4940,0.500
36.696311989,-0.0056,0.0878,0.5087,0.516
36.696527718,-0.0066,0.0927,0.5116,0.520
36.696740427,-0.0056,0.1015,0.5311,0.541
36.696960479,-0.0037,0.1073,0.5546,0.565
36.6971935,-0.0017,0.1102,0.5692,0.580
36.70219949,-0.0017,0.1181,0.5800,0.592
36.702644229,-0.0056,0.1230,0.5966,0.609
36.704626469,-0.0017,0.1298,0.6073,0.621
36.707470948,0.0002,0.1317,0.6122,0.626
36.709021417,-0.0008,0.1366,0.6161,0.631
36.712785793,0.0041,0.1396,0.6259,0.641
36.718616835,0.0080,0.1386,0.6259,0.641
36.719917877,0.0110,0.1415,0.6240,0.640
36.720629908,0.0149,0.1386,0.6191,0.635
36.723375742,0.0178,0.1415,0.6132,0.630
36.724145325,0.0168,0.1405,0.6142,0.630
36.726836888,0.0237,0.1405,0.6103,0.627
36.728870482,0.0256,0.1415,0.6044,0.621
36.73169043,0.0276,0.1405,0.6093,0.626
36.734501785,0.0286,0.1386,0.6025,0.619
36.737290691,0.0276,0.1376,0.6054,0.621
36.740285587,0.0354,0.1405,0.6025,0.620
36.740829129,0.0344,0.1376,0.6005,0.617
36.74570939,0.0364,0.1366,0.6005,0.617
36.748020848,0.0374,0.1347,0.6005,0.617
36.750479651,0.0442,0.1317,0.6083,0.624
36.752946891,0.0422,0.1357,0.6191,0.635
36.753433349,0.0471,0.1366,0.6337,0.650
36.758281318,0.0510,0.1357,0.6425,0.659
36.760049027,0.0501,0.1347,0.6611,0.677
36.762537152,0.0618,0.1405,0.6845,0.702
36.765754079,0.0618,0.1415,0.7090,0.726
36.768189027,0.0667,0.1435,0.7393,0.756
36.768867725,0.0764,0.1484,0.7647,0.783
36.77244559,0.0823,0.1542,0.8057,0.824
36.775674497,0.0931,0.1601,0.8380,0.858
36.776682205,0.1009,0.1620,0.8790,0.899
36.779834133,0.1136,0.1669,0.9152,0.937
36.787676842,0.1224,0.1699,0.9601,0.983
36.78879554,0.1400,0.1747,1.0041,1.029
36.789106582,0.1536,0.1747,1.0529,1.078
36.789371113,0.1673,0.1796,1.1077,1.135
36.792986322,0.1869,0.1884,1.1497,1.180
36.794051426,0.2025,0.1835,1.1937,1.225
36.809550802,0.2191,0.1884,1.2249,1.259
36.810193667,0.2377,0.1835,1.2591,1.294
36.810414709,0.2514,0.1816,1.2884,1.325
36.810622053,0.2631,0.1738,1.3168,1.354
36.810834448,0.2768,0.1699,1.3402,1.379
36.811062209,0.2856,0.1562,1.3715,1.410
36.812125386,0.2973,0.1513,1.3891,1.429
36.815445855,0.3119,0.1386,1.4145,1.455
36.816533772,0.3256,0.1278,1.4399,1.482
36.817952262,0.3413,0.1151,1.4575,1.501
36.821382054,0.3588,0.1015,1.4761,1.522
36.823642991,0.3784,0.0907,1.4927,1.543
36.82734471,0.3930,0.0790,1.5015,1.554
36.831409919,0.4165,0.0663,1.5161,1.574
36.83229294,0.4458,0.0604,1.5269,1.592
36.835073409,0.4644,0.0545,1.5298,1.600
36.838438878,0.4878,0.0565,1.5318,1.609
36.838955649,0.5093,0.0555,1.5210,1.605
36.841283826,0.5318,0.0633,1.5024,1.595
36.844154608,0.5494,0.0721,1.4751,1.576
36.845945546,0.5621,0.0936,1.4292,1.539
36.848822265,0.5719,0.1200,1.3735,1.493
36.851654192,0.5895,0.1542,1.2933,1.430
36.853781796,0.6051,0.1953,1.2025,1.360
36.857128828,0.6217,0.2451,1.0920,1.280
36.859689505,0.6334,0.3037,0.9611,1.190
36.861857318,0.6471,0.3751,0.8067,1.100
36.864862318,0.6598,0.4679,0.6034,1.009
36.867352162,0.6618,0.5549,0.3631,0.937
36.869559975,0.6510,0.6643,0.0846,0.934
36.871874767,0.6266,0.7835,-0.2233,1.028
36.87299758,0.5934,0.9252,-0.5623,1.235
36.876856955,0.5514,1.0728,-0.9200,1.517
36.878764507,0.5113,1.2321,-1.2757,1.846
36.881792528,0.4644,1.3865,-1.6343,2.193
36.886820654,0.4175,1.5350,-1.9822,2.542
36.887476956,0.3676,1.6552,-2.3135,2.868
36.890436279,0.3022,1.7451,-2.6125,3.156
36.892775654,0.2123,1.7851,-2.8519,3.371
36.894397478,0.1165,1.7861,-3.0160,3.507
36.901408728,0.0276,1.7461,-3.0727,3.534
36.902783989,-0.0438,1.6669,-3.0473,3.474
36.903224614,-0.0936,1.5711,-2.9516,3.345
36.903712322,-0.1444,1.4666,-2.7981,3.162
36.906840968,-0.1727,1.3474,-2.6320,2.962
36.909348885,-0.1933,1.2379,-2.4532,2.755
36.912109458,-0.2138,1.1275,-2.2714,2.545
36.9282667,-0.2333,1.0268,-2.1063,2.355
36.929659408,-0.2490,0.9379,-1.9529,2.181
36.930067169,-0.2607,0.8666,-1.8141,2.027
36.930409044,-0.2685,0.8040,-1.6841,1.885
36.930720762,-0.2753,0.7542,-1.5708,1.764
36.931004096,-0.2871,0.7190,-1.4653,1.657
36.931223054,-0.3037,0.6995,-1.3861,1.582
36.932738054,-0.3252,0.6985,-1.3285,1.536
36.9367842,-0.3662,0.7269,-1.3030,1.536
36.937492221,-0.4200,0.7806,-1.3021,1.575
36.937778003,-0.4923,0.8597,-1.3089,1.642
36.941177274,-0.5812,0.9672,-1.3294,1.744
36.943088837,-0.6936,1.1099,-1.3499,1.880
36.946475295,-0.8206,1.2848,-1.3451,2.033
36.950847639,-0.9476,1.4881,-1.3070,2.196
36.952436025,-1.0815,1.7314,-1.2053,2.371
36.955768317,-1.2076,2.0001,-1.0255,2.552
36.956309046,-1.3160,2.2825,-0.7324,2.735
36.958115713,-1.3903,2.5679,-0.3474,2.941
36.960641026,-1.4157,2.8385,0.1070,3.174
36.963367901,-1.3981,3.0819,0.6113,3.439
36.967304308,-1.3170,3.3027,1.1301,3.731
36.968210193,-1.1626,3.4737,1.6060,4.000
36.970414725,-0.9486,3.5695,2.0497,4.224
36.973830558,-0.7073,3.6027,2.4278,4.402
36.976096809,-0.4737,3.5587,2.7132,4.500
36.978474361,-0.2490,3.4600,2.8558,4.493
36.984514414,-0.0535,3.3242,2.9106,4.419
36.986906862,0.1263,3.1757,2.8852,4.292
36.987787383,0.2934,3.0310,2.8168,4.148
36.989153893,0.4429,2.9148,2.7493,4.031
36.990736081,0.5748,2.8210,2.7034,3.949
36.994511654,0.7048,2.7692,2.6878,3.923
36.99573879,0.8298,2.7477,2.6809,3.928
37.010776656,0.9481,2.7604,2.6927,3.971
37.01155426,1.0693,2.7887,2.7083,4.032
37.011843427,1.2012,2.8317,2.7161,4.103
37.012419364,1.3390,2.8835,2.6995,4.171
37.012748271,1.4748,2.9284,2.6643,4.225
37.013073583,1.6057,2.9626,2.6203,4.269
37.019390198,1.7357,2.9744,2.5471,4.283
37.020325823,1.8432,2.9675,2.4435,4.263
37.020701709,1.9292,2.9470,2.3037,4.209
37.020989261,1.9946,2.9128,2.1308,4.124
37.022911136,2.0464,2.8698,1.9226,4.015
37.025886501,2.0836,2.8307,1.6852,3.898
37.027984939,2.1158,2.7946,1.4282,3.785
37.032232075,2.1315,2.7682,1.1643,3.683
37.035461867,2.1363,2.7496,0.8937,3.595
37.035808273,2.1100,2.7301,0.5986,3.502
37.038330617,2.0533,2.7125,0.2849,3.414
37.041165669,1.9624,2.6920,-0.0562,3.332
37.042518534,1.8393,2.6617,-0.4363,3.265
37.048292701,1.6976,2.6206,-0.7783,3.218
37.049944264,1.5373,2.6187,-1.1457,3.246
37.053003587,1.3536,2.6099,-1.4780,3.291
37.054507598,1.1425,2.5894,-1.7789,3.343
37.055435098,0.8973,2.5581,-2.0662,3.409
37.059005254,0.6295,2.4985,-2.3144,3.463
37.060584525,0.3501,2.4262,-2.5148,3.512
37.063188536,0.0833,2.3324,-2.6584,3.538
37.066457182,-0.1747,2.2268,-2.7375,3.533
37.069184422,-0.4131,2.1135,-2.7375,3.483
37.074610985,-0.6301,1.9962,-2.6975,3.414
37.075594891,-0.8411,1.8721,-2.5900,3.305
37.075962444,-1.0317,1.7519,-2.4688,3.198
37.085419424,-1.2193,1.6444,-2.3144,3.090
37.092410831,-1.3757,1.5584,-2.1415,2.984
37.093178643,-1.5183,1.5008,-1.9568,2.896
37.093615206,-1.6502,1.4607,-1.7418,2.809
37.094007081,-1.7783,1.4500,-1.5102,2.747
37.094338852,-1.8965,1.4441,-1.2649,2.699
37.09461005,-2.0011,1.4617,-1.0001,2.672
37.096486248,-2.0929,1.4832,-0.7148,2.663
37.112657291,-2.1652,1.5145,-0.4265,2.677
37.113477499,-2.2082,1.5575,-0.1392,2.706
37.113800781,-2.2209,1.6122,0.1627,2.749
37.114135937,-2.1975,1.6689,0.4715,2.799
37.11444401,-2.1447,1.7334,0.7735,2.864
37.114659791,-2.0636,1.7959,1.0539,2.932
37.119850052,-1.9541,1.8643,1.3178,3.005
37.120385469,-1.8222,1.9268,1.5513,3.072
37.120710365,-1.6727,1.9835,1.7409,3.125
37.121020313,-1.5144,2.0412,1.9050,3.176
37.123366823,-1.3444,2.0998,2.0350,3.218
37.124732448,-1.1587,2.1653,2.1523,3.265
37.127663803,-0.9809,2.2249,2.2314,3.300
37.132127397,-0.7893,2.2845,2.2832,3.325
37.132957762,-0.6066,2.3343,2.3028,3.335
37.139662971,-0.4405,2.3832,2.2989,3.340
37.140287242,-0.2753,2.4232,2.2637,3.327
37.140945158,-0.1141,2.4574,2.1992,3.300
37.144837607,0.0413,2.4838,2.1142,3.262
37.145213284,0.1917,2.5053,2.0213,3.225
37.149855315,0.3325,2.5229,1.9011,3.176
37.152172659,0.4663,2.5307,1.7682,3.122
37.15500891,0.5895,2.5317,1.6168,3.061
37.155575316,0.6960,2.5268,1.4507,2.996
37.157984379,0.7898,2.5073,1.2738,2.921
37.160022348,0.8709,2.4887,1.0881,2.852
37.162620838,0.9393,2.4633,0.9044,2.787
37.167543182,1.0018,2.4281,0.7109,2.721
37.169216828,1.0517,2.3900,0.5184,2.662
37.170555943,1.0947,2.3372,0.3171,2.600
37.173175839,1.1181,2.2835,0.1276,2.546
37.174895578,1.1347,2.2161,-0.0581,2.490
37.17816287,1.1289,2.1467,-0.2233,2.436
37.1797561,1.1142,2.0695,-0.3884,2.382
37.182717194,1.0927,1.9884,-0.5340,2.331
37.186973757,1.0614,1.9112,-0.6718,2.287
37.187808809,1.0224,1.8281,-0.8008,2.242
37.19094558,0.9911,1.7480,-0.9210,2.210
37.192285163,0.9579,1.6689,-1.0118,2.174
37.195934591,0.9168,1.5917,-1.1027,2.142
37.202036362,0.8719,1.5115,-1.1829,2.108
37.203282092,0.8171,1.4363,-1.2522,2.073
37.203782977,0.7566,1.3542,-1.3001,2.024
37.20630105,0.7028,1.2663,-1.3382,1.972
37.208428863,0.6383,1.1822,-1.3666,1.916
37.210715842,0.5758,1.0933,-1.3832,1.855
37.229871782,0.5162,1.0034,-1.3802,1.783
37.230649282,0.4536,0.9135,-1.3656,1.704
37.231138605,0.3950,0.8207,-1.3529,1.631
37.231417876,0.3325,0.7317,-1.3177,1.543
37.231685115,0.2709,0.6457,-1.2767,1.456
37.23224272,0.2172,0.5627,-1.2337,1.373
37.232580324,0.1566,0.4816,-1.1829,1.287
37.232956105,0.0999,0.4024,-1.1213,1.195
37.233262095,0.0442,0.3321,-1.0578,1.110
37.236427772,-0.0144,0.2676,-0.9894,1.025
37.237537876,-0.0653,0.2129,-0.9229,0.949
37.23987121,-0.1219,0.1620,-0.8516,0.875
37.243564804,-0.1698,0.1171,-0.7783,0.805
37.246882513,-0.2284,0.0809,-0.7040,0.745
37.2489897,-0.2812,0.0516,-0.6210,0.684
37.25188444,-0.3340,0.0252,-0.5360,0.632
37.252559232,-0.3877,0.0076,-0.4509,0.595
37.255518347,-0.4366,-0.0080,-0.3532,0.562
37.258015066,-0.4874,-0.0178,-0.2575,0.552
37.259646003,-0.5314,-0.0275,-0.1441,0.551
37.262069077,-0.5744,-0.0314,-0.0308,0.576
37.266097879,-0.6095,-0.0295,0.0758,0.615
37.268116838,-0.6408,-0.0266,0.1842,0.667
37.27061064,-0.6613,-0.0217,0.2956,0.725
37.272223453,-0.6731,-0.0139,0.4012,0.784
37.275198922,-0.6789,-0.0090,0.5018,0.844
37.27738262,-0.6711,-0.0031,0.5937,0.896
37.27995137,-0.6584,0.0047,0.6758,0.943
37.282912933,-0.6389,0.0096,0.7442,0.981
