time,gFx,gFy,gFz,TgF
0.001219688,-0.0672,0.9780,0.0806,0.984
0.001680834,-0.0633,0.9809,0.0875,0.987
0.001936719,-0.0623,0.9839,0.0885,0.990
0.002305313,-0.0604,0.9819,0.0943,0.988
0.002642813,-0.0574,0.9868,0.1031,0.994
0.003798542,-0.0545,0.9858,0.1129,0.994
0.008830261,-0.0506,0.9878,0.1227,0.997
0.009510678,-0.0496,0.9887,0.1354,0.999
0.010991303,-0.0477,0.9878,0.1451,1.000
0.012879012,-0.0486,0.9868,0.1588,1.001
0.01537672,-0.0467,0.9819,0.1705,0.998
0.01854495,-0.0467,0.9829,0.1823,1.001
0.021154377,-0.0477,0.9751,0.1901,0.995
0.030723284,-0.0506,0.9711,0.1950,0.992
0.031376201,-0.0525,0.9663,0.2028,0.989
0.031685212,-0.0565,0.9575,0.2057,0.981
0.031906618,-0.0594,0.9565,0.2047,0.980
0.033803649,-0.0604,0.9516,0.2087,0.976
0.035262712,-0.0662,0.9526,0.2096,0.978
0.042670577,-0.0623,0.9526,0.2106,0.978
0.043386879,-0.0643,0.9516,0.2116,0.977
0.043776984,-0.0653,0.9526,0.2126,0.978
0.045588598,-0.0633,0.9594,0.2096,0.984
0.047806567,-0.0623,0.9614,0.2116,0.986
0.050682818,-0.0574,0.9682,0.2165,0.994
0.053151047,-0.0525,0.9770,0.2233,1.004
0.055606256,-0.0457,0.9790,0.2272,1.006
0.057982402,-0.0438,0.9839,0.2292,1.011
0.060392506,-0.0359,0.9887,0.2331,1.016
0.063124433,-0.0262,0.9926,0.2360,1.021
0.06616709,-0.0252,0.9917,0.2409,1.021
0.068265163,-0.0183,0.9907,0.2360,1.019
0.070489747,-0.0154,0.9917,0.2399,1.020
0.07454782,-0.0135,0.9897,0.2409,1.019
0.07609881,-0.0174,0.9848,0.2409,1.014
0.081718185,-0.0223,0.9819,0.2360,1.010
0.083129071,-0.0213,0.9809,0.2321,1.008
0.083458185,-0.0223,0.9780,0.2292,1.005
0.087999123,-0.0271,0.9790,0.2243,1.005
0.091706415,-0.0262,0.9809,0.2262,1.007
0.094078916,-0.0320,0.9780,0.2194,1.003
0.095775478,-0.0311,0.9809,0.2155,1.005
0.098938708,-0.0340,0.9829,0.2106,1.006
0.10079501,-0.0311,0.9848,0.2096,1.007
0.103318135,-0.0330,0.9848,0.1999,1.005
0.105939646,-0.0311,0.9878,0.1950,1.007
0.108244021,-0.0340,0.9907,0.1881,1.009
0.110669647,-0.0330,0.9946,0.1833,1.012
0.114034751,-0.0320,0.9966,0.1803,1.013
0.115251522,-0.0311,0.9975,0.1754,1.013
0.118894439,-0.0301,0.9995,0.1735,1.015
0.12066522,-0.0291,0.9995,0.1725,1.015
0.123398867,-0.0223,1.0014,0.1666,1.015
0.127308867,-0.0174,0.9975,0.1715,1.012
0.12781319,-0.0154,0.9975,0.1696,1.012
0.131131055,-0.0154,0.9917,0.1686,1.006
0.133491628,-0.0144,0.9907,0.1725,1.006
0.135374805,-0.0076,0.9926,0.1764,1.008
0.139860587,-0.0008,0.9966,0.1764,1.012
0.140737618,-0.0008,0.9975,0.1852,1.015
0.143448608,0.0041,0.9985,0.1852,1.016
0.145672723,0.0100,0.9995,0.1852,1.017
0.148622723,0.0139,0.9985,0.1891,1.016
0.150436161,0.0061,0.9985,0.1920,1.017
0.152548192,0.0100,0.9907,0.1901,1.009
0.157888401,0.0022,0.9878,0.1862,1.005
0.159042568,0.0002,0.9760,0.1823,0.993
0.161507933,-0.0174,0.9711,0.1754,0.987
0.164406423,-0.0311,0.9604,0.1725,0.976
0.165854339,-0.0428,0.9526,0.1569,0.966
0.168334704,-0.0565,0.9418,0.1481,0.955
0.171061736,-0.0692,0.9330,0.1354,0.945
0.173289809,-0.0887,0.9203,0.1276,0.933
0.174580434,-0.0985,0.9154,0.1119,0.928
0.17893856,-0.1190,0.9106,0.1129,0.925
0.180447726,-0.1288,0.9096,0.1080,0.925
0.183371164,-0.1395,0.9086,0.0934,0.924
0.186393248,-0.1503,0.9125,0.0934,0.930
0.187191373,-0.1512,0.9164,0.0846,0.933
0.190623873,-0.1591,0.9242,0.0806,0.941
0.19358778,-0.1610,0.9330,0.0826,0.950
0.195891686,-0.1581,0.9448,0.0816,0.961
0.198410489,-0.1581,0.9545,0.0953,0.972
0.199757676,-0.1581,0.9653,0.1031,0.984
0.204026062,-0.1542,0.9751,0.1168,0.994
0.208078615,-0.1493,0.9887,0.1266,1.008
0.208981219,-0.1473,0.9946,0.1412,1.015
0.212148667,-0.1444,1.0122,0.1520,1.034
0.212829136,-0.1395,1.0220,0.1539,1.043
0.215203355,-0.1356,1.0190,0.1647,1.041
0.218227574,-0.1268,1.0151,0.1803,1.039
0.22041721,-0.1219,1.0102,0.1911,1.035
0.22316596,-0.1092,1.0093,0.1969,1.034
0.224955075,-0.0995,1.0063,0.2067,1.032
0.228323877,-0.0838,1.0053,0.2087,1.030
0.230300961,-0.0789,1.0024,0.2106,1.027
0.23300945,-0.0653,1.0034,0.2194,1.029
0.235147159,-0.0486,0.9995,0.2243,1.025
0.238087524,-0.0408,1.0014,0.2272,1.028
0.240869764,-0.0320,1.0053,0.2321,1.032
0.243452681,-0.0223,1.0073,0.2438,1.037
0.245527316,-0.0174,1.0151,0.2468,1.045
0.247782681,-0.0076,1.0220,0.2477,1.052
0.249918098,-0.0047,1.0268,0.2575,1.059
0.253064088,0.0032,1.0317,0.2644,1.065
0.256468515,0.0149,1.0356,0.2702,1.070
0.257681276,0.0207,1.0366,0.2751,1.073
0.26192487,0.0266,1.0376,0.2771,1.074
0.262955495,0.0315,1.0366,0.2780,1.074
0.266192891,0.0393,1.0268,0.2810,1.065
0.268721329,0.0413,1.0220,0.2829,1.061
0.271097006,0.0325,1.0122,0.2800,1.051
0.274491902,0.0198,0.9975,0.2790,1.036
0.276011069,0.0002,0.9839,0.2741,1.021
0.279598674,-0.0125,0.9663,0.2556,1.000
0.280139299,-0.0223,0.9448,0.2311,0.973
0.282950132,-0.0359,0.9252,0.2116,0.950
0.285474924,-0.0457,0.9106,0.1989,0.933
0.288367164,-0.0496,0.9047,0.1647,0.921
0.290642477,-0.0643,0.9018,0.1676,0.919
0.291890185,-0.0701,0.8998,0.1911,0.923
0.29665003,-0.0672,0.9164,0.1598,0.933
0.297317998,-0.0750,0.9301,0.1676,0.948
0.299743259,-0.0780,0.9448,0.1725,0.964
0.30248852,-0.0838,0.9565,0.1666,0.975
0.30740477,-0.0868,0.9741,0.1578,0.991
0.308044302,-0.0828,0.9878,0.1461,1.002
0.310750916,-0.0799,1.0005,0.1344,1.013
0.313085656,-0.0750,1.0102,0.1246,1.021
0.314898,-0.0643,1.0288,0.1256,1.038
0.318288573,-0.0340,1.0816,0.1061,1.087
0.319616959,-0.0183,1.1255,0.1021,1.130
0.323167272,-0.0125,1.1441,0.1021,1.149
0.32505722,0.0080,1.1656,0.1002,1.170
0.328802949,0.0188,1.1588,0.0943,1.163
0.330241491,0.0237,1.1480,0.0806,1.151
0.332905606,0.0266,1.1343,0.0806,1.138
0.335616648,0.0305,1.1167,0.0885,1.121
0.33744368,0.0344,1.0972,0.0816,1.101
0.340702846,0.0354,1.0845,0.0846,1.088
0.342350555,0.0354,1.0669,0.0885,1.071
0.345913524,0.0364,1.0542,0.0875,1.058
0.347282847,0.0374,1.0327,0.0865,1.037
0.349795399,0.0442,1.0132,0.0855,1.018
0.352426546,0.0432,0.9946,0.0943,1.000
0.355257431,0.0452,0.9731,0.1041,0.980
0.357580557,0.0393,0.9487,0.1168,0.957
0.361576442,0.0266,0.9369,0.1334,0.947
0.362241963,0.0237,0.9262,0.1578,0.940
0.366194203,0.0149,0.9272,0.1813,0.945
0.367386807,0.0090,0.9301,0.2057,0.953
0.369794204,0.0022,0.9409,0.2311,0.969
0.371659829,0.0012,0.9555,0.2663,0.992
0.375470298,0.0002,0.9702,0.2907,1.013
0.377912434,-0.0008,0.9907,0.3103,1.038
0.379299517,-0.0037,1.0063,0.3279,1.058
0.382239778,-0.0076,1.0259,0.3289,1.077
0.385494153,-0.0105,1.0376,0.3230,1.087
0.387109205,-0.0174,1.0415,0.3093,1.087
0.390410404,-0.0271,1.0444,0.2819,1.082
0.392696237,-0.0330,1.0464,0.2614,1.079
0.394630873,-0.0398,1.0415,0.2380,1.069
0.398198269,-0.0447,1.0347,0.2135,1.057
0.399643842,-0.0486,1.0278,0.1950,1.047
0.402683061,-0.0516,1.0181,0.1735,1.034
0.405093217,-0.0545,1.0024,0.1657,1.017
0.408705405,-0.0535,0.9907,0.1539,1.004
0.410444833,-0.0565,0.9760,0.1490,0.989
0.412601187,-0.0438,0.9624,0.1451,0.974
0.414050458,-0.0398,0.9545,0.1412,0.966
0.417181448,-0.0311,0.9457,0.1412,0.957
0.419899469,-0.0271,0.9438,0.1422,0.955
0.421409938,-0.0183,0.9477,0.1442,0.959
0.42522848,-0.0125,0.9545,0.1471,0.966
0.427516553,-0.0037,0.9643,0.1481,0.976
0.429789678,-0.0017,0.9741,0.1539,0.986
0.432227543,0.0080,0.9829,0.1530,0.995
0.435586033,0.0129,0.9926,0.1530,1.004
0.437077335,0.0149,0.9985,0.1598,1.011
0.440147961,0.0149,0.9975,0.1559,1.010
0.443640461,0.0149,1.0014,0.1657,1.015
0.444786294,0.0159,1.0005,0.1666,1.014
0.446843586,0.0159,1.0053,0.1715,1.020
0.449451086,0.0178,1.0073,0.1754,1.023
0.452129056,0.0159,1.0063,0.1764,1.022
0.454776816,0.0159,1.0112,0.1784,1.027
0.45772416,0.0110,1.0102,0.1764,1.026
0.461585254,0.0129,1.0112,0.1764,1.027
0.462291921,0.0139,1.0102,0.1784,1.026
0.465593588,0.0149,1.0093,0.1715,1.024
0.467500255,0.0149,1.0083,0.1637,1.022
0.470344474,0.0110,1.0063,0.1657,1.020
0.472644162,0.0100,1.0063,0.1618,1.019
0.475561037,0.0090,1.0044,0.1627,1.018
0.478408016,0.0041,0.9995,0.1627,1.013
0.479326246,0.0032,0.9956,0.1715,1.010
0.482495673,0.0032,0.9917,0.1774,1.007
0.484285152,-0.0008,0.9936,0.1862,1.011
0.487434267,-0.0008,0.9878,0.1950,1.007
0.490550674,-0.0017,0.9858,0.2038,1.007
0.494812966,-0.0066,0.9809,0.2165,1.005
0.495400206,-0.0096,0.9760,0.2341,1.004
0.497634685,-0.0125,0.9751,0.2429,1.005
0.499921404,-0.0164,0.9751,0.2487,1.006
0.502458019,-0.0183,0.9692,0.2507,1.001
0.504723488,-0.0223,0.9663,0.2487,0.998
0.506534946,-0.0271,0.9624,0.2438,0.993
0.510599791,-0.0320,0.9594,0.2302,0.987
0.512924322,-0.0398,0.9555,0.2184,0.981
0.514964687,-0.0447,0.9516,0.2057,0.975
0.517124895,-0.0496,0.9506,0.1862,0.970
0.520078281,-0.0565,0.9526,0.1676,0.969
0.522067448,-0.0613,0.9565,0.1559,0.971
0.52546349,-0.0633,0.9555,0.1451,0.969
0.528505053,-0.0653,0.9536,0.1305,0.965
0.529282397,-0.0740,0.9584,0.1158,0.968
0.531894376,-0.0760,0.9575,0.1051,0.966
0.535257553,-0.0809,0.9584,0.0953,0.967
0.537139897,-0.0828,0.9575,0.0797,0.964
0.540061096,-0.0887,0.9575,0.0670,0.964
0.54175995,-0.0916,0.9575,0.0494,0.963
0.544856825,-0.0965,0.9516,0.0377,0.957
0.546406409,-0.0955,0.9496,0.0230,0.955
0.549949586,-0.1004,0.9526,0.0044,0.958
0.552061722,-0.0965,0.9545,-0.0034,0.959
0.554864378,-0.0975,0.9614,-0.0122,0.966
0.557514847,-0.0887,0.9702,-0.0132,0.974
0.560316358,-0.0868,0.9770,-0.0102,0.981
0.56163141,-0.0838,0.9819,-0.0053,0.985
0.564229796,-0.0858,0.9858,0.0083,0.990
0.566276723,-0.0799,0.9887,0.0152,0.992
0.570185421,-0.0789,0.9848,0.0230,0.988
0.572108182,-0.0780,0.9858,0.0240,0.989
0.574280214,-0.0731,0.9809,0.0201,0.984
0.581650423,-0.0789,0.9790,0.0220,0.982
0.58216985,-0.0760,0.9731,0.0181,0.976
0.582404746,-0.0799,0.9721,0.0220,0.976
0.584349277,-0.0828,0.9682,0.0152,0.972
0.587667246,-0.0858,0.9702,0.0162,0.974
0.590019434,-0.0877,0.9663,0.0162,0.970
0.592583861,-0.0877,0.9663,0.0210,0.970
0.595770372,-0.0887,0.9692,0.0191,0.973
0.596940632,-0.0907,0.9672,0.0162,0.972
0.598719539,-0.0936,0.9682,0.0220,0.973
0.602371779,-0.0926,0.9721,0.0181,0.977
0.604025008,-0.0926,0.9741,0.0191,0.979
0.607840269,-0.0965,0.9760,0.0298,0.981
0.610106728,-0.0995,0.9770,0.0269,0.982
0.611164488,-0.1024,0.9829,0.0279,0.989
0.614483707,-0.1014,0.9878,0.0328,0.993
0.616847093,-0.1014,0.9887,0.0386,0.995
0.61939027,-0.1024,0.9897,0.0406,0.996
0.621941,-0.1034,0.9907,0.0435,0.997
0.624479021,-0.1043,0.9907,0.0455,0.997
0.626805271,-0.1082,0.9917,0.0474,0.999
0.628923031,-0.1082,0.9887,0.0533,0.996
0.6317785,-0.1102,0.9926,0.0631,1.001
0.634195636,-0.1082,0.9907,0.0543,0.998
0.637067616,-0.1092,0.9878,0.0582,0.995
0.641948033,-0.1151,0.9917,0.0650,1.000
0.643011106,-0.1122,0.9858,0.0719,0.995
0.6459047,-0.1122,0.9848,0.0738,0.994
0.646443085,-0.1151,0.9839,0.0806,0.994
0.649187981,-0.1151,0.9790,0.0836,0.989
0.65140543,-0.1151,0.9760,0.0865,0.987
0.654446263,-0.1112,0.9741,0.0914,0.985
0.657808868,-0.1122,0.9702,0.0904,0.981
0.659777982,-0.1180,0.9692,0.0973,0.981
0.66129767,-0.1151,0.9682,0.1002,0.980
0.664240327,-0.1151,0.9614,0.1021,0.974
0.666741994,-0.1161,0.9643,0.1070,0.977
0.669102463,-0.1180,0.9672,0.1139,0.981
0.670900379,-0.1151,0.9702,0.1148,0.984
0.674583505,-0.1190,0.9682,0.1178,0.983
0.676945015,-0.1170,0.9692,0.1276,0.985
0.678608713,-0.1170,0.9721,0.1276,0.987
0.682130901,-0.1161,0.9721,0.1334,0.988
0.684082464,-0.1170,0.9751,0.1393,0.992
0.686228402,-0.1161,0.9780,0.1383,0.995
0.689182152,-0.1200,0.9799,0.1451,0.998
0.691146058,-0.1190,0.9790,0.1461,0.997
0.694313559,-0.1161,0.9790,0.1471,0.997
0.69671283,-0.1151,0.9829,0.1451,1.000
0.698593611,-0.1190,0.9839,0.1520,1.003
0.702180018,-0.1170,0.9839,0.1510,1.002
0.703691737,-0.1112,0.9809,0.1520,0.999
0.705855435,-0.1073,0.9790,0.1539,0.997
0.709770748,-0.1102,0.9790,0.1500,0.997
0.711925383,-0.1102,0.9780,0.1490,0.995
0.713913509,-0.1043,0.9751,0.1500,0.992
0.716683405,-0.1063,0.9702,0.1471,0.987
0.718777936,-0.1004,0.9711,0.1393,0.986
0.721702312,-0.0975,0.9643,0.1373,0.979
0.726005229,-0.0877,0.9575,0.1344,0.971
0.727082781,-0.0672,0.9457,0.1422,0.959
0.729390958,-0.0496,0.9301,0.1598,0.945
0.731368562,-0.0301,0.9086,0.1979,0.930
0.733999552,-0.0027,0.8969,0.2448,0.930
0.73628075,0.0149,0.8930,0.2839,0.937
0.738508147,0.0237,0.8959,0.2986,0.945
0.741151845,0.0237,0.9067,0.2898,0.952
0.743534397,0.0256,0.9164,0.2761,0.957
0.746248043,0.0237,0.9291,0.2517,0.963
0.748472731,0.0237,0.9350,0.2253,0.962
0.751290023,0.0227,0.9428,0.1930,0.963
0.753908877,0.0217,0.9487,0.1539,0.961
0.75643294,0.0227,0.9536,0.1188,0.961
0.759724659,0.0246,0.9555,0.0855,0.960
0.762137836,0.0198,0.9614,0.0621,0.964
0.76540867,0.0139,0.9653,0.0386,0.966
0.766218149,0.0100,0.9711,0.0162,0.971
0.768125285,0.0012,0.9780,-0.0102,0.978
0.771644296,-0.0066,0.9799,-0.0288,0.980
0.7738344,-0.0174,0.9848,-0.0503,0.986
0.776024765,-0.0203,0.9878,-0.0650,0.990
0.778929296,-0.0301,0.9887,-0.0865,0.993
0.780358047,-0.0398,0.9878,-0.0952,0.993
0.784018776,-0.0428,0.9868,-0.1099,0.994
0.786358724,-0.0506,0.9917,-0.1138,0.999
0.78860487,-0.0584,0.9926,-0.1187,1.001
0.791710391,-0.0633,0.9946,-0.1226,1.004
0.79409586,-0.0701,0.9936,-0.1216,1.003
0.796354402,-0.0789,0.9956,-0.1079,1.005
0.798427684,-0.0828,0.9956,-0.1070,1.005
0.801475913,-0.0916,0.9926,-0.0982,1.002
0.803305861,-0.0955,0.9858,-0.0874,0.994
0.805712789,-0.0926,0.9858,-0.0767,0.993
0.808797008,-0.0955,0.9819,-0.0669,0.989
0.812111123,-0.0946,0.9829,-0.0513,0.989
0.813407373,-0.0926,0.9799,-0.0425,0.985
0.816081175,-0.0946,0.9799,-0.0161,0.985
0.818681384,-0.0926,0.9819,-0.0034,0.986
0.821119613,-0.0877,0.9848,0.0074,0.989
0.824279405,-0.0848,0.9878,0.0152,0.992
0.827191957,-0.0858,0.9946,0.0240,0.999
0.828825708,-0.0858,0.9966,0.0249,1.001
0.830681749,-0.0858,0.9966,0.0298,1.001
0.834403312,-0.0868,1.0014,0.0298,1.006
0.835762844,-0.0858,1.0073,0.0249,1.011
0.838539979,-0.0916,1.0083,0.0249,1.013
0.840829667,-0.0936,1.0161,0.0210,1.021
0.845556491,-0.0926,1.0210,0.0220,1.025
0.846085605,-0.0907,1.0229,0.0191,1.027
0.848774199,-0.0887,1.0239,0.0162,1.028
0.851326335,-0.0868,1.0268,0.0201,1.031
0.853333939,-0.0897,1.0278,0.0220,1.032
0.855661804,-0.0838,1.0288,0.0279,1.033
0.859555034,-0.0819,1.0288,0.0269,1.032
0.861642065,-0.0819,1.0268,0.0259,1.030
0.864306701,-0.0828,1.0229,0.0279,1.027
0.86512019,-0.0799,1.0259,0.0298,1.029
0.868574201,-0.0750,1.0200,0.0328,1.023
0.871082587,-0.0721,1.0200,0.0386,1.023
0.874252535,-0.0711,1.0171,0.0406,1.020
0.8765279,-0.0711,1.0161,0.0425,1.019
0.87816639,-0.0672,1.0161,0.0504,1.020
0.881481911,-0.0653,1.0132,0.0552,1.017
0.88372264,-0.0662,1.0112,0.0552,1.015
0.88557764,-0.0662,1.0112,0.0582,1.015
0.889336182,-0.0594,1.0083,0.0650,1.012
0.892428214,-0.0613,1.0073,0.0679,1.011
0.896177329,-0.0584,1.0083,0.0650,1.012
0.89668285,-0.0574,1.0102,0.0728,1.014
0.897951235,-0.0604,1.0073,0.0748,1.012
0.901503267,-0.0574,1.0073,0.0758,1.012
0.903556496,-0.0565,1.0093,0.0865,1.015
0.906021913,-0.0525,1.0063,0.0875,1.011
0.908402851,-0.0555,1.0093,0.0963,1.015
0.911826133,-0.0555,1.0102,0.0992,1.017
0.914687435,-0.0535,1.0093,0.1002,1.016
0.916582123,-0.0574,1.0102,0.1002,1.017
0.919452019,-0.0574,1.0102,0.1051,1.017
0.921542852,-0.0545,1.0083,0.1061,1.015
0.926235926,-0.0574,1.0073,0.1090,1.015
0.92732254,-0.0555,1.0024,0.1129,1.010
0.930380249,-0.0594,0.9966,0.1246,1.006
0.930922853,-0.0604,0.9858,0.1461,0.998
0.934877854,-0.0643,0.9741,0.1745,0.992
0.935489572,-0.0682,0.9633,0.2018,0.987
0.940278635,-0.0692,0.9487,0.2350,0.980
0.940918063,-0.0731,0.9369,0.2692,0.978
0.943753844,-0.0760,0.9242,0.3083,0.977
0.947327647,-0.0780,0.9174,0.3416,0.982
0.948303324,-0.0780,0.9106,0.3611,0.983
0.952019991,-0.0799,0.9047,0.3689,0.980
0.953237283,-0.0858,0.9067,0.3679,0.982
0.95651645,-0.0897,0.9096,0.3513,0.979
0.960505044,-0.0887,0.9164,0.3357,0.980
0.961474523,-0.0926,0.9203,0.3044,0.974
0.964293898,-0.0897,0.9340,0.2624,0.974
0.965908534,-0.0809,0.9428,0.2077,0.969
0.968664107,-0.0760,0.9594,0.1490,0.974
0.970250045,-0.0633,0.9760,0.1002,0.983
0.974816764,-0.0486,0.9936,0.0504,0.996
0.975812962,-0.0359,1.0063,0.0034,1.007
0.978791295,-0.0262,1.0220,-0.0259,1.023
0.980310462,-0.0105,1.0327,-0.0513,1.034
0.984818952,0.0002,1.0405,-0.0757,1.043
0.986369213,0.0090,1.0454,-0.0884,1.049
0.988418588,0.0149,1.0425,-0.1011,1.047
0.993246714,0.0149,1.0405,-0.0982,1.045
0.994582703,0.0198,1.0356,-0.1011,1.041
0.998481245,0.0227,1.0298,-0.0923,1.034
0.999245412,0.0198,1.0200,-0.0845,1.024
1.000453589,0.0217,1.0132,-0.0767,1.016
1.002321454,0.0256,1.0034,-0.0679,1.006
1.00607484,0.0198,0.9917,-0.0610,0.994
1.0078401,0.0188,0.9858,-0.0513,0.987
1.011068122,0.0188,0.9799,-0.0483,0.981
1.013123486,0.0139,0.9760,-0.0483,0.977
1.015671664,0.0168,0.9731,-0.0483,0.974
1.017772654,0.0168,0.9751,-0.0435,0.976
1.021552133,0.0159,0.9780,-0.0376,0.979
1.02451104,0.0139,0.9858,-0.0317,0.986
1.026986404,0.0090,0.9887,-0.0259,0.989
1.028164477,0.0090,0.9887,-0.0259,0.989
1.032076874,-0.0008,0.9917,-0.0151,0.992
1.032679634,-0.0047,0.9946,-0.0093,0.995
1.03707078,-0.0076,1.0005,-0.0053,1.001
1.037979374,-0.0115,1.0014,-0.0044,1.002
1.042202239,-0.0154,1.0005,0.0074,1.001
1.043383854,-0.0193,0.9995,0.0142,1.000
1.045918646,-0.0242,1.0005,0.0171,1.001
1.048591615,-0.0340,0.9975,0.0298,0.999
1.050174219,-0.0398,0.9966,0.0611,0.999
1.054431095,-0.0379,0.9897,0.0875,0.994
1.058499012,-0.0408,0.9878,0.1139,0.995
1.059189897,-0.0438,0.9897,0.1168,0.998
1.061580522,-0.0418,0.9878,0.1236,0.996
1.062816825,-0.0447,0.9878,0.1246,0.997
1.067217138,-0.0418,0.9936,0.1207,1.002
1.068166877,-0.0438,0.9936,0.1139,1.001
1.069922711,-0.0428,0.9917,0.1090,0.999
1.07276594,-0.0438,0.9956,0.1012,1.002
1.075840732,-0.0408,0.9956,0.0934,1.001
1.081356983,-0.0398,0.9946,0.0875,0.999
1.081899795,-0.0398,0.9956,0.0728,0.999
1.083245316,-0.0350,0.9985,0.0738,1.002
1.084605681,-0.0047,1.0454,0.0797,1.048
1.088149275,0.0071,1.0610,0.0914,1.065
1.090193702,0.0071,1.0591,0.0855,1.063
1.094038182,0.0100,1.0523,0.0777,1.055
1.096563391,0.0051,1.0444,0.0777,1.047
1.097856099,0.0080,1.0435,0.0758,1.046
1.100584901,0.0080,1.0347,0.0660,1.037
1.102235058,0.0071,1.0298,0.0660,1.032
1.105510527,0.0071,1.0278,0.0631,1.030
1.107880319,0.0041,1.0239,0.0689,1.026
1.111183652,0.0051,1.0210,0.0689,1.023
1.112534955,0.0022,1.0141,0.0660,1.016
1.115287924,0.0022,1.0141,0.0611,1.016
1.117952039,-0.0027,1.0132,0.0572,1.015
1.119345945,-0.0037,1.0122,0.0552,1.014
1.122966883,-0.0066,1.0141,0.0523,1.016
1.124563445,-0.0086,1.0132,0.0523,1.015
1.129943029,-0.0125,1.0161,0.0484,1.017
1.130440165,-0.0135,1.0181,0.0474,1.019
1.132735217,-0.0213,1.0181,0.0445,1.019
1.135462197,-0.0203,1.0220,0.0396,1.023
1.137583655,-0.0252,1.0259,0.0474,1.027
1.143105479,-0.0281,1.0220,0.0367,1.023
1.144324697,-0.0369,1.0220,0.0298,1.023
1.145885375,-0.0379,1.0229,0.0259,1.024
1.148391885,-0.0447,1.0190,0.0289,1.020
1.149585167,-0.0438,1.0181,0.0220,1.019
1.153716782,-0.0506,1.0151,0.0230,1.017
1.155104542,-0.0545,1.0122,0.0201,1.014
1.159219803,-0.0643,1.0073,0.0171,1.009
1.160729074,-0.0623,1.0044,0.0191,1.006
1.163527616,-0.0623,0.9985,0.0142,1.001
1.16545621,-0.0750,0.9936,0.0093,0.996
1.167525481,-0.0760,0.9907,0.0113,0.994
1.170272408,-0.0780,0.9858,0.0103,0.989
1.173062929,-0.0799,0.9809,0.0093,0.984
1.176042409,-0.0848,0.9780,0.0083,0.982
1.178911211,-0.0907,0.9721,0.0074,0.976
1.179610118,-0.0926,0.9741,0.0122,0.979
1.184711837,-0.1014,0.9702,0.0074,0.975
1.185436316,-0.1004,0.9692,0.0132,0.974
1.187083504,-0.1092,0.9682,0.0122,0.974
1.190167202,-0.1102,0.9682,0.0015,0.974
1.193398661,-0.1112,0.9663,0.0074,0.973
1.194844077,-0.1161,0.9663,0.0034,0.973
1.198418349,-0.1170,0.9692,0.0093,0.976
1.198959494,-0.1200,0.9692,0.0113,0.977
1.202318141,-0.1249,0.9692,0.0171,0.977
1.205185693,-0.1268,0.9702,0.0132,0.979
1.207753558,-0.1346,0.9721,0.0152,0.982
1.210084339,-0.1346,0.9780,0.0230,0.987
1.212882048,-0.1376,0.9780,0.0230,0.988
1.215341944,-0.1415,0.9751,0.0210,0.985
1.21893684,-0.1444,0.9721,0.0181,0.983
1.221146684,-0.1444,0.9711,0.0122,0.982
1.222287257,-0.1444,0.9702,-0.0005,0.981
1.226584653,-0.1415,0.9672,-0.0083,0.978
1.227705747,-0.1434,0.9643,-0.0229,0.975
1.231003508,-0.1395,0.9633,-0.0454,0.974
1.232805696,-0.1376,0.9633,-0.0532,0.975
1.235702102,-0.1395,0.9575,-0.0620,0.970
1.237313405,-0.1395,0.9575,-0.0816,0.971
1.240644394,-0.1327,0.9594,-0.1001,0.974
1.243468145,-0.1317,0.9594,-0.1079,0.974
1.245141062,-0.1288,0.9604,-0.1226,0.977
1.24754226,-0.1258,0.9633,-0.1402,0.982
1.24936252,-0.1200,0.9663,-0.1509,0.985
1.252884031,-0.1122,0.9692,-0.1607,0.989
1.253988615,-0.1063,0.9711,-0.1646,0.991
1.26009273,-0.1043,0.9760,-0.1724,0.997
1.261205594,-0.0955,0.9809,-0.1764,1.001
1.262964657,-0.0916,0.9839,-0.1656,1.002
1.265797001,-0.0819,0.9858,-0.1461,1.000
1.267227366,-0.0750,0.9887,-0.1158,0.998
1.269344449,-0.0653,0.9926,-0.0835,0.998
1.273151325,-0.0574,0.9907,-0.0444,0.993
1.27370221,-0.0525,0.9878,-0.0122,0.989
1.279527263,-0.0428,0.9887,0.0201,0.990
1.280204242,-0.0359,0.9917,0.0484,0.993
1.282627524,-0.0330,0.9926,0.0767,0.996
1.28556992,-0.0252,0.9936,0.1002,0.999
1.287705233,-0.0232,0.9956,0.1168,1.003
1.291196795,-0.0154,0.9975,0.1354,1.007
1.292122941,-0.0096,1.0014,0.1490,1.013
1.295557265,-0.0056,1.0014,0.1520,1.013
1.297789088,-0.0047,1.0024,0.1559,1.014
1.300531223,0.0041,1.0073,0.1578,1.020
1.302068203,0.0051,1.0102,0.1530,1.022
1.304614713,0.0080,1.0112,0.1520,1.023
1.307305078,0.0041,1.0102,0.1442,1.020
1.309162474,0.0061,1.0122,0.1334,1.021
1.312098152,0.0110,1.0132,0.1315,1.022
1.316548308,0.0129,1.0132,0.1227,1.021
1.318081954,0.0119,1.0151,0.1168,1.022
1.3190481,0.0168,1.0161,0.1100,1.022
1.323330757,0.0217,1.0190,0.1148,1.026
1.326316278,0.0237,1.0220,0.1188,1.029
1.328497268,0.0276,1.0239,0.1178,1.031
1.331449039,0.0305,1.0239,0.1217,1.032
1.334532581,0.0315,1.0278,0.1178,1.035
1.335044977,0.0383,1.0298,0.1178,1.037
